"","","","","","","","","","","","","","","","","","","","","","",""
"","2016","1","2016-03","3","201610","10","42438","14","1415","TOESLAGEN","BT_T_TOESLAGEN_1","230","1","33","150","21","61570","9854","47","18","0.65217391304348","0.091703056768559"
"","2016","1","2016-03","3","201610","10","42438","14","1415","TOESLAGEN","BT_T_VERMOGEN_1","1","0","0","1","1","17","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1415","TOESLAGEN","BT_T_WKO_1","2","0","0","2","0","120","0","","2","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1430","AUTO","BT_A_AUTO_1","93","0","1","92","83","1058","5","0","9","0.98924731182796","0.89247311827957"
"","2016","1","2016-03","3","201610","10","42438","14","1430","AUTO","BT_A_BPM_1","11","0","0","11","10","149","0","0","1","1","0.90909090909091"
"","2016","1","2016-03","3","201610","10","42438","14","1430","AUTO","BT_A_VRACHT_1","3","0","0","3","3","25","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1430","BO_TOESLAGEN","TT_BO_TOESL_2","14","0","0","14","0","9615","0","","10","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1430","BO_TOESLAGEN","TT_T_HUZO_1","7","1","0","6","0","3870","2","1","","0.85714285714286","0"
"","2016","1","2016-03","3","201610","10","42438","14","1430","BUITENLAND","BT_B_BUIT_1","73","2","2","71","67","840","5","0","4","0.97260273972603","0.94366197183099"
"","2016","1","2016-03","3","201610","10","42438","14","1430","BUITENLAND","BT_B_IB_2","2","0","0","2","2","19","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1430","BUITENLAND","BT_B_OND_1","1","0","0","1","1","14","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1430","BUITENLAND","BT_B_TSL_1","","","","","","","","","1","",""
"","2016","1","2016-03","3","201610","10","42438","14","1430","DOUANE","BT_D_OVERIG_1","14","0","0","14","14","119","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1430","GENERIEK","BT_G_ENGELS_1","4","0","0","4","4","46","0","","5","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1430","GENERIEK","BT_G_ERFETM_1","13","0","2","11","8","224","0","0","10","0.84615384615385","0.61538461538462"
"","2016","1","2016-03","3","201610","10","42438","14","1430","GENERIEK","BT_G_GELDZAKEN_1","26","0","2","13","3","1983","151","11","","0.5","0.11538461538462"
"","2016","1","2016-03","3","201610","10","42438","14","1430","GENERIEK","BT_G_INVOR_1","9","0","0","9","7","264","0","0","6","1","0.77777777777778"
"","2016","1","2016-03","3","201610","10","42438","14","1430","GENERIEK","BT_G_SCHEIDEN_1","10","0","0","10","1","1281","0","0","1","1","0.1"
"","2016","1","2016-03","3","201610","10","42438","14","1430","GENERIEK (1 BRN)","BT_G_CAMP_1","3","1","1","2","0","473","0","0","2","0.66666666666667","0"
"","2016","1","2016-03","3","201610","10","42438","14","1430","GENERIEK (BEL ONS)","BT_G_BELONS_1","1","0","0","1","0","344","0","0","","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1430","GENERIEK (EBV)","BT_G_EBV_1","50","0","1","49","49","337","0","0","","0.98","0.98"
"","2016","1","2016-03","3","201610","10","42438","14","1430","INTERMEDIAIRS","BT_HI_IB_1","65","0","0","65","54","1343","0","0","","1","0.83076923076923"
"","2016","1","2016-03","3","201610","10","42438","14","1430","INTERMEDIAIRS","BT_HI_OVERIG_1","101","1","2","99","59","2619","3","0","","0.98019801980198","0.59"
"","2016","1","2016-03","3","201610","10","42438","14","1430","ONDERNEMINGEN","BT_O_EXPERTLIJN_1","1","0","0","1","0","107","0","","2","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1430","ONDERNEMINGEN","BT_O_IB_1","76","0","15","58","4","14672","3014","3","25","0.76315789473684","0.052631578947368"
"","2016","1","2016-03","3","201610","10","42438","14","1430","ONDERNEMINGEN","BT_O_IB_2","15","0","2","13","0","5548","295","","12","0.86666666666667","0"
"","2016","1","2016-03","3","201610","10","42438","14","1430","ONDERNEMINGEN","BT_O_KTU_1","5","0","0","5","1","891","0","","4","1","0.2"
"","2016","1","2016-03","3","201610","10","42438","14","1430","ONDERNEMINGEN","BT_O_LH_1","28","0","0","28","7","2935","0","0","12","1","0.25"
"","2016","1","2016-03","3","201610","10","42438","14","1430","ONDERNEMINGEN","BT_O_LH_2","13","0","0","13","8","678","0","","10","1","0.61538461538462"
"","2016","1","2016-03","3","201610","10","42438","14","1430","ONDERNEMINGEN","BT_O_OB_1","110","2","12","98","4","14374","697","0","6","0.89090909090909","0.037037037037037"
"","2016","1","2016-03","3","201610","10","42438","14","1430","ONDERNEMINGEN","BT_O_OB_2","11","0","0","11","0","7956","0","","12","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1430","ONDERNEMINGEN","BT_O_OVERIG_1","57","1","3","54","1","8946","178","0","","0.94736842105263","0.017857142857143"
"","2016","1","2016-03","3","201610","10","42438","14","1430","ONDERNEMINGEN","BT_O_VPB_1","3","0","0","3","0","590","0","","1","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1430","PARTICULIEREN","BT_P_BEST_1","25","0","9","16","4","6003","1604","0","4","0.64","0.16"
"","2016","1","2016-03","3","201610","10","42438","14","1430","PARTICULIEREN","BT_P_BETA_1","89","0","10","75","22","26027","2888","4","19","0.84269662921348","0.24719101123596"
"","2016","1","2016-03","3","201610","10","42438","14","1430","PARTICULIEREN","BT_P_HUBA_1","59","0","1","58","58","442","0","0","9","0.98305084745763","0.98305084745763"
"","2016","1","2016-03","3","201610","10","42438","14","1430","PARTICULIEREN","BT_P_IB_1","715","2","132","446","27","203615","31523","137","21","0.62377622377622","0.037868162692847"
"","2016","1","2016-03","3","201610","10","42438","14","1430","PARTICULIEREN","BT_P_IB_2","58","0","1","57","31","1694","0","","58","0.98275862068966","0.53448275862069"
"","2016","1","2016-03","3","201610","10","42438","14","1430","PARTICULIEREN","BT_P_OLDV_1","10","0","0","10","5","560","0","","14","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","14","1430","TOESLAGEN","BT_T_BETA_1","160","2","15","120","9","54430","4103","25","6","0.75","0.056962025316456"
"","2016","1","2016-03","3","201610","10","42438","14","1430","TOESLAGEN","BT_T_BETA_2","16","0","1","15","15","175","0","","13","0.9375","0.9375"
"","2016","1","2016-03","3","201610","10","42438","14","1430","TOESLAGEN","BT_T_GRIP_1","5","0","0","5","1","250","0","","1","1","0.2"
"","2016","1","2016-03","3","201610","10","42438","14","1430","TOESLAGEN","BT_T_TOESLAGEN_1","241","2","45","160","17","70188","10944","36","13","0.66390041493776","0.071129707112971"
"","2016","1","2016-03","3","201610","10","42438","14","1430","TOESLAGEN","BT_T_VERMOGEN_1","2","0","0","2","2","31","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1430","TOESLAGEN","BT_T_WKO_1","1","0","0","1","1","16","0","","","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1445","AUTO","BT_A_AUTO_1","91","0","2","89","86","800","0","0","6","0.97802197802198","0.94505494505495"
"","2016","1","2016-03","3","201610","10","42438","14","1445","AUTO","BT_A_BPM_1","14","0","0","14","13","154","0","0","1","1","0.92857142857143"
"","2016","1","2016-03","3","201610","10","42438","14","1445","AUTO","BT_A_VRACHT_1","1","0","0","1","0","39","0","","1","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1445","BO_TOESLAGEN","TT_BO_TOESL_2","10","1","1","9","0","7641","4","","7","0.9","0"
"","2016","1","2016-03","3","201610","10","42438","14","1445","BO_TOESLAGEN","TT_T_HUZO_1","5","0","1","1","0","829","827","3","","0.2","0"
"","2016","1","2016-03","3","201610","10","42438","14","1445","BUITENLAND","BT_B_BUIT_1","78","1","5","73","53","2323","49","0","7","0.93589743589744","0.68831168831169"
"","2016","1","2016-03","3","201610","10","42438","14","1445","BUITENLAND","BT_B_OND_1","1","0","0","1","1","7","0","","2","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1445","BUITENLAND","BT_B_TSL_1","8","0","0","8","7","131","0","","7","1","0.875"
"","2016","1","2016-03","3","201610","10","42438","14","1445","DOUANE","BT_D_OVERIG_1","12","0","0","12","10","156","0","0","1","1","0.83333333333333"
"","2016","1","2016-03","3","201610","10","42438","14","1445","GENERIEK","BT_G_ENGELS_1","5","0","0","5","4","95","0","","4","1","0.8"
"","2016","1","2016-03","3","201610","10","42438","14","1445","GENERIEK","BT_G_ERFETM_1","18","0","0","18","8","949","0","0","11","1","0.44444444444444"
"","2016","1","2016-03","3","201610","10","42438","14","1445","GENERIEK","BT_G_GELDZAKEN_1","23","0","3","20","0","7752","828","0","","0.8695652173913","0"
"","2016","1","2016-03","3","201610","10","42438","14","1445","GENERIEK","BT_G_INVOR_1","16","0","0","16","7","583","0","0","12","1","0.4375"
"","2016","1","2016-03","3","201610","10","42438","14","1445","GENERIEK","BT_G_SCHEIDEN_1","5","0","0","5","2","207","0","0","2","1","0.4"
"","2016","1","2016-03","3","201610","10","42438","14","1445","GENERIEK (1 BRN)","BT_G_CAMP_1","4","0","1","3","1","234","123","0","1","0.75","0.25"
"","2016","1","2016-03","3","201610","10","42438","14","1445","GENERIEK (BEL ONS)","BT_G_BELONS_1","1","0","0","1","1","8","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1445","GENERIEK (EBV)","BT_G_EBV_1","52","0","0","52","48","702","0","0","","1","0.92307692307692"
"","2016","1","2016-03","3","201610","10","42438","14","1445","GENERIEK (OHV)","BT_G_OHVPART_1","2","0","0","2","0","840","0","0","","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1445","GENERIEK (OHV)","BT_G_OHVTOE_1","1","0","0","1","0","352","0","0","","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1445","INTERMEDIAIRS","BT_HI_IB_1","62","2","3","59","51","1024","24","0","","0.95161290322581","0.85"
"","2016","1","2016-03","3","201610","10","42438","14","1445","INTERMEDIAIRS","BT_HI_OVERIG_1","75","0","0","75","65","1275","0","0","","1","0.86666666666667"
"","2016","1","2016-03","3","201610","10","42438","14","1445","ONDERNEMINGEN","BT_O_EXPERTLIJN_1","5","0","0","5","2","225","0","","4","1","0.4"
"","2016","1","2016-03","3","201610","10","42438","14","1445","ONDERNEMINGEN","BT_O_IB_1","60","0","4","55","13","15099","1175","1","12","0.91666666666667","0.21666666666667"
"","2016","1","2016-03","3","201610","10","42438","14","1445","ONDERNEMINGEN","BT_O_IB_2","15","0","0","15","0","2167","0","","19","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1445","ONDERNEMINGEN","BT_O_KTU_1","9","0","0","9","2","787","0","","7","1","0.22222222222222"
"","2016","1","2016-03","3","201610","10","42438","14","1445","ONDERNEMINGEN","BT_O_LH_1","29","0","1","28","11","3497","42","0","9","0.96551724137931","0.37931034482759"
"","2016","1","2016-03","3","201610","10","42438","14","1445","ONDERNEMINGEN","BT_O_LH_2","10","0","0","10","1","1345","0","","10","1","0.1"
"","2016","1","2016-03","3","201610","10","42438","14","1445","ONDERNEMINGEN","BT_O_OB_1","103","2","6","97","12","16791","167","0","11","0.94174757281553","0.11881188118812"
"","2016","1","2016-03","3","201610","10","42438","14","1445","ONDERNEMINGEN","BT_O_OB_2","9","1","1","8","0","4894","1","","7","0.88888888888889","0"
"","2016","1","2016-03","3","201610","10","42438","14","1445","ONDERNEMINGEN","BT_O_OVERIG_1","44","1","4","40","2","7619","298","0","5","0.90909090909091","0.046511627906977"
"","2016","1","2016-03","3","201610","10","42438","14","1445","ONDERNEMINGEN","BT_O_VPB_1","1","0","0","1","0","178","0","","1","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1445","PARTICULIEREN","BT_P_BEST_1","29","1","10","15","3","4819","2053","4","3","0.51724137931034","0.10714285714286"
"","2016","1","2016-03","3","201610","10","42438","14","1445","PARTICULIEREN","BT_P_BETA_1","91","1","11","63","7","22528","2486","17","7","0.69230769230769","0.077777777777778"
"","2016","1","2016-03","3","201610","10","42438","14","1445","PARTICULIEREN","BT_P_HUBA_1","72","0","1","71","66","843","0","0","11","0.98611111111111","0.91666666666667"
"","2016","1","2016-03","3","201610","10","42438","14","1445","PARTICULIEREN","BT_P_IB_1","665","4","109","423","21","162887","20428","133","24","0.63609022556391","0.031770045385779"
"","2016","1","2016-03","3","201610","10","42438","14","1445","PARTICULIEREN","BT_P_IB_2","68","0","0","68","39","2132","0","","62","1","0.57352941176471"
"","2016","1","2016-03","3","201610","10","42438","14","1445","PARTICULIEREN","BT_P_OLDV_1","6","0","0","6","3","231","0","","4","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","14","1445","TOESLAGEN","BT_T_BETA_1","142","0","14","72","3","27950","3126","56","6","0.50704225352113","0.02112676056338"
"","2016","1","2016-03","3","201610","10","42438","14","1445","TOESLAGEN","BT_T_BETA_2","11","0","0","11","11","121","0","","10","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1445","TOESLAGEN","BT_T_GRIP_1","1","0","0","1","0","54","0","","4","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1445","TOESLAGEN","BT_T_TOESLAGEN_1","262","1","36","160","6","60549","7356","66","10","0.61068702290076","0.022988505747126"
"","2016","1","2016-03","3","201610","10","42438","14","1445","TOESLAGEN","BT_T_VERMOGEN_1","1","0","0","1","1","18","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","15","1500","AUTO","BT_A_AUTO_1","92","0","1","91","34","3636","5","0","11","0.98913043478261","0.3695652173913"
"","2016","1","2016-03","3","201610","10","42438","15","1500","AUTO","BT_A_BPM_1","15","0","0","15","6","751","0","0","1","1","0.4"
"","2016","1","2016-03","3","201610","10","42438","15","1500","BO_TOESLAGEN","TT_BO_TOESL_2","10","0","0","10","0","5180","0","","14","1","0"
"","2016","1","2016-03","3","201610","10","42438","15","1500","BO_TOESLAGEN","TT_S_FRAUDE","1","0","0","1","0","139","0","0","","1","0"
"","2016","1","2016-03","3","201610","10","42438","15","1500","BO_TOESLAGEN","TT_T_HUZO_1","4","0","0","0","0","0","20","4","","0","0"
"","2016","1","2016-03","3","201610","10","42438","15","1500","BUITENLAND","BT_B_BUIT_1","95","6","33","62","7","12179","2242","0","6","0.65263157894737","0.078651685393258"
"","2016","1","2016-03","3","201610","10","42438","15","1500","BUITENLAND","BT_B_IB_2","5","0","0","5","2","184","0","","5","1","0.4"
"","2016","1","2016-03","3","201610","10","42438","15","1500","BUITENLAND","BT_B_OND_1","2","0","0","2","2","44","0","","2","1","1"
"","2016","1","2016-03","3","201610","10","42438","15","1500","BUITENLAND","BT_B_TSL_1","2","0","0","2","2","34","0","","2","1","1"
"","2016","1","2016-03","3","201610","10","42438","15","1500","DOUANE","BT_D_OVERIG_1","8","0","1","7","6","179","81","0","","0.875","0.75"
"","2016","1","2016-03","3","201610","10","42438","15","1500","GENERIEK","BT_G_ENGELS_1","7","0","0","7","3","251","0","","7","1","0.42857142857143"
"","2016","1","2016-03","3","201610","10","42438","15","1500","GENERIEK","BT_G_ERFETM_1","18","0","0","18","9","643","0","0","10","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","15","1500","GENERIEK","BT_G_GELDZAKEN_1","28","0","0","18","0","9204","106","10","","0.64285714285714","0"
"","2016","1","2016-03","3","201610","10","42438","15","1500","GENERIEK","BT_G_INVOR_1","8","0","0","8","4","330","0","0","4","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","15","1500","GENERIEK","BT_G_SCHEIDEN_1","10","0","0","10","5","463","0","0","4","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","15","1500","GENERIEK (1 BRN)","BT_G_CAMP_1","4","0","0","4","1","634","0","0","","1","0.25"
"","2016","1","2016-03","3","201610","10","42438","15","1500","GENERIEK (EBV)","BT_G_EBV_1","44","0","1","43","43","311","0","0","","0.97727272727273","0.97727272727273"
"","2016","1","2016-03","3","201610","10","42438","15","1500","GENERIEK (OHV)","BT_G_OHVAUTO_1","1","0","0","1","0","43","0","0","","1","0"
"","2016","1","2016-03","3","201610","10","42438","15","1500","GENERIEK (OHV)","BT_G_OHVPART_1","1","0","0","1","0","428","0","0","","1","0"
"","2016","1","2016-03","3","201610","10","42438","15","1500","INTERMEDIAIRS","BT_HI_IB_1","45","0","1","44","30","1046","0","0","","0.97777777777778","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","15","1500","INTERMEDIAIRS","BT_HI_OVERIG_1","92","0","0","92","69","2134","0","0","","1","0.75"
"","2016","1","2016-03","3","201610","10","42438","15","1500","ONDERNEMINGEN","BT_O_EXPERTLIJN_1","5","0","0","5","3","212","0","","9","1","0.6"
"","2016","1","2016-03","3","201610","10","42438","15","1500","ONDERNEMINGEN","BT_O_IB_1","66","0","9","57","10","16888","2406","0","24","0.86363636363636","0.15151515151515"
"","2016","1","2016-03","3","201610","10","42438","15","1500","ONDERNEMINGEN","BT_O_IB_2","17","0","0","17","9","914","0","","15","1","0.52941176470588"
"","2016","1","2016-03","3","201610","10","42438","15","1500","ONDERNEMINGEN","BT_O_KTU_1","11","0","0","11","0","1352","0","","10","1","0"
"","2016","1","2016-03","3","201610","10","42438","15","1500","ONDERNEMINGEN","BT_O_LH_1","17","0","1","16","5","1742","144","0","5","0.94117647058824","0.29411764705882"
"","2016","1","2016-03","3","201610","10","42438","15","1500","ONDERNEMINGEN","BT_O_LH_2","9","0","0","9","0","6233","0","","9","1","0"
"","2016","1","2016-03","3","201610","10","42438","15","1500","ONDERNEMINGEN","BT_O_OB_1","86","2","5","81","11","10338","187","0","10","0.94186046511628","0.13095238095238"
"","2016","1","2016-03","3","201610","10","42438","15","1500","ONDERNEMINGEN","BT_O_OB_2","11","0","0","11","0","5894","0","","12","1","0"
