"","","","","","","","","","","","","","","","","","","","","","",""
"","2016","1","2016-03","3","201610","10","42438","13","1315","PARTICULIEREN","BT_P_HUBA_1","63","0","1","62","34","2207","0","0","12","0.98412698412698","0.53968253968254"
"","2016","1","2016-03","3","201610","10","42438","13","1315","PARTICULIEREN","BT_P_IB_1","636","2","128","466","32","191142","28689","42","24","0.73270440251572","0.050473186119874"
"","2016","1","2016-03","3","201610","10","42438","13","1315","PARTICULIEREN","BT_P_IB_2","61","0","1","60","48","1336","0","","58","0.98360655737705","0.78688524590164"
"","2016","1","2016-03","3","201610","10","42438","13","1315","PARTICULIEREN","BT_P_OLDV_1","3","0","0","3","1","109","0","","7","1","0.33333333333333"
"","2016","1","2016-03","3","201610","10","42438","13","1315","TOESLAGEN","BT_T_BETA_1","144","0","18","104","9","42583","5260","22","5","0.72222222222222","0.0625"
"","2016","1","2016-03","3","201610","10","42438","13","1315","TOESLAGEN","BT_T_BETA_2","14","0","0","14","14","177","0","","18","1","1"
"","2016","1","2016-03","3","201610","10","42438","13","1315","TOESLAGEN","BT_T_GRIP_1","5","0","0","5","2","264","0","","5","1","0.4"
"","2016","1","2016-03","3","201610","10","42438","13","1315","TOESLAGEN","BT_T_TOESLAGEN_1","242","0","36","190","26","72195","9736","16","23","0.78512396694215","0.10743801652893"
"","2016","1","2016-03","3","201610","10","42438","13","1315","TOESLAGEN","BT_T_VERMOGEN_1","2","0","0","2","2","20","0","","2","1","1"
"","2016","1","2016-03","3","201610","10","42438","13","1315","TOESLAGEN","BT_T_WKO_1","2","0","0","2","2","45","0","","2","1","1"
"","2016","1","2016-03","3","201610","10","42438","13","1330","AUTO","BT_A_AUTO_1","100","0","2","98","98","625","0","0","9","0.98","0.98"
"","2016","1","2016-03","3","201610","10","42438","13","1330","AUTO","BT_A_BPM_1","20","0","0","20","20","127","0","0","2","1","1"
"","2016","1","2016-03","3","201610","10","42438","13","1330","AUTO","BT_A_VRACHT_1","2","0","0","2","2","21","0","0","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","13","1330","BO_TOESLAGEN","TT_BO_TOESL_2","10","0","2","8","0","7135","1330","","12","0.8","0"
"","2016","1","2016-03","3","201610","10","42438","13","1330","BO_TOESLAGEN","TT_T_HUZO_1","13","4","1","1","0","751","955","11","","0.076923076923077","0"
"","2016","1","2016-03","3","201610","10","42438","13","1330","BUITENLAND","BT_B_BUIT_1","71","4","10","61","24","3883","218","0","7","0.85915492957746","0.35820895522388"
"","2016","1","2016-03","3","201610","10","42438","13","1330","BUITENLAND","BT_B_IB_2","2","0","0","2","2","14","0","","5","1","1"
"","2016","1","2016-03","3","201610","10","42438","13","1330","BUITENLAND","BT_B_OND_1","3","0","0","3","2","75","0","","3","1","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","13","1330","BUITENLAND","BT_B_TSL_1","3","0","0","3","2","68","0","","4","1","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","13","1330","DOUANE","BT_D_OVERIG_1","9","0","0","9","9","80","0","0","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","13","1330","GENERIEK","BT_G_ENGELS_1","5","0","0","5","1","224","0","","5","1","0.2"
"","2016","1","2016-03","3","201610","10","42438","13","1330","GENERIEK","BT_G_ERFETM_1","19","0","0","19","7","764","0","0","12","1","0.36842105263158"
"","2016","1","2016-03","3","201610","10","42438","13","1330","GENERIEK","BT_G_GELDZAKEN_1","20","0","1","19","9","1099","44","0","","0.95","0.45"
"","2016","1","2016-03","3","201610","10","42438","13","1330","GENERIEK","BT_G_INVOR_1","20","0","0","20","4","953","0","0","6","1","0.2"
"","2016","1","2016-03","3","201610","10","42438","13","1330","GENERIEK","BT_G_SCHEIDEN_1","5","0","0","5","0","466","0","0","","1","0"
"","2016","1","2016-03","3","201610","10","42438","13","1330","GENERIEK (1 BRN)","BT_G_CAMP_1","6","0","0","6","4","114","0","0","1","1","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","13","1330","GENERIEK (BEL ONS)","BT_G_BELONS_1","1","0","0","1","0","126","0","","1","1","0"
"","2016","1","2016-03","3","201610","10","42438","13","1330","GENERIEK (EBV)","BT_G_EBV_1","57","0","1","56","52","519","9","0","","0.98245614035088","0.91228070175439"
"","2016","1","2016-03","3","201610","10","42438","13","1330","INTERMEDIAIRS","BT_HI_IB_1","42","0","0","42","25","1057","0","0","","1","0.5952380952381"
"","2016","1","2016-03","3","201610","10","42438","13","1330","INTERMEDIAIRS","BT_HI_OVERIG_1","94","0","3","91","50","2543","16","0","","0.96808510638298","0.53191489361702"
"","2016","1","2016-03","3","201610","10","42438","13","1330","ONDERNEMINGEN","BT_O_EXPERTLIJN_1","5","0","0","5","1","337","0","","4","1","0.2"
"","2016","1","2016-03","3","201610","10","42438","13","1330","ONDERNEMINGEN","BT_O_IB_1","72","1","7","65","2","16232","1007","0","33","0.90277777777778","0.028169014084507"
"","2016","1","2016-03","3","201610","10","42438","13","1330","ONDERNEMINGEN","BT_O_IB_2","11","0","1","10","0","2837","307","","11","0.90909090909091","0"
"","2016","1","2016-03","3","201610","10","42438","13","1330","ONDERNEMINGEN","BT_O_KTU_1","3","0","0","3","0","275","0","","4","1","0"
"","2016","1","2016-03","3","201610","10","42438","13","1330","ONDERNEMINGEN","BT_O_LH_1","27","0","0","27","22","488","0","0","10","1","0.81481481481481"
"","2016","1","2016-03","3","201610","10","42438","13","1330","ONDERNEMINGEN","BT_O_LH_2","7","0","0","7","3","396","0","","9","1","0.42857142857143"
"","2016","1","2016-03","3","201610","10","42438","13","1330","ONDERNEMINGEN","BT_O_OB_1","91","2","2","89","74","1404","6","0","7","0.97802197802198","0.8314606741573"
"","2016","1","2016-03","3","201610","10","42438","13","1330","ONDERNEMINGEN","BT_O_OB_2","11","0","0","11","11","111","0","","15","1","1"
"","2016","1","2016-03","3","201610","10","42438","13","1330","ONDERNEMINGEN","BT_O_OVERIG_1","62","1","1","61","48","948","0","0","7","0.98387096774194","0.78688524590164"
"","2016","1","2016-03","3","201610","10","42438","13","1330","ONDERNEMINGEN","BT_O_VPB_1","3","0","0","3","0","831","0","","3","1","0"
"","2016","1","2016-03","3","201610","10","42438","13","1330","PARTICULIEREN","BT_P_BEST_1","39","3","14","25","4","8767","2704","0","3","0.64102564102564","0.11111111111111"
"","2016","1","2016-03","3","201610","10","42438","13","1330","PARTICULIEREN","BT_P_BETA_1","110","0","15","95","25","29062","3363","0","20","0.86363636363636","0.22727272727273"
"","2016","1","2016-03","3","201610","10","42438","13","1330","PARTICULIEREN","BT_P_HUBA_1","73","0","0","73","70","712","0","0","9","1","0.95890410958904"
"","2016","1","2016-03","3","201610","10","42438","13","1330","PARTICULIEREN","BT_P_IB_1","667","3","86","437","21","171687","21107","144","25","0.6551724137931","0.031626506024096"
"","2016","1","2016-03","3","201610","10","42438","13","1330","PARTICULIEREN","BT_P_IB_2","61","0","0","61","44","1670","0","","64","1","0.72131147540984"
"","2016","1","2016-03","3","201610","10","42438","13","1330","PARTICULIEREN","BT_P_OLDV_1","8","0","1","7","2","243","16","","9","0.875","0.25"
"","2016","1","2016-03","3","201610","10","42438","13","1330","TOESLAGEN","BT_T_BETA_1","138","0","18","92","5","36190","3364","28","8","0.66666666666667","0.036231884057971"
"","2016","1","2016-03","3","201610","10","42438","13","1330","TOESLAGEN","BT_T_BETA_2","16","0","0","16","16","156","0","","14","1","1"
"","2016","1","2016-03","3","201610","10","42438","13","1330","TOESLAGEN","BT_T_GRIP_1","4","0","0","4","1","335","0","","4","1","0.25"
"","2016","1","2016-03","3","201610","10","42438","13","1330","TOESLAGEN","BT_T_TOESLAGEN_1","290","4","49","206","12","80380","9380","35","14","0.71034482758621","0.041958041958042"
"","2016","1","2016-03","3","201610","10","42438","13","1330","TOESLAGEN","BT_T_WKO_1","","","","","","","","","1","",""
"","2016","1","2016-03","3","201610","10","42438","13","1345","AUTO","BT_A_AUTO_1","80","0","0","80","80","476","0","0","14","1","1"
"","2016","1","2016-03","3","201610","10","42438","13","1345","AUTO","BT_A_BPM_1","6","0","0","6","6","44","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","13","1345","BO_TOESLAGEN","TT_BO_TOESL_2","7","0","0","7","0","3478","0","","7","1","0"
"","2016","1","2016-03","3","201610","10","42438","13","1345","BO_TOESLAGEN","TT_T_HUZO_1","4","1","0","2","0","879","8","2","","0.5","0"
"","2016","1","2016-03","3","201610","10","42438","13","1345","BUITENLAND","BT_B_BUIT_1","87","8","23","64","3","6411","842","0","6","0.73563218390805","0.037974683544304"
"","2016","1","2016-03","3","201610","10","42438","13","1345","BUITENLAND","BT_B_IB_2","5","0","0","5","3","125","0","","3","1","0.6"
"","2016","1","2016-03","3","201610","10","42438","13","1345","BUITENLAND","BT_B_TSL_1","2","0","0","2","0","93","0","","1","1","0"
"","2016","1","2016-03","3","201610","10","42438","13","1345","DOUANE","BT_D_OVERIG_1","12","0","4","8","6","608","778","0","2","0.66666666666667","0.5"
"","2016","1","2016-03","3","201610","10","42438","13","1345","GENERIEK","BT_G_ENGELS_1","7","0","1","6","4","168","0","","6","0.85714285714286","0.57142857142857"
"","2016","1","2016-03","3","201610","10","42438","13","1345","GENERIEK","BT_G_ERFETM_1","15","0","0","15","10","397","0","0","9","1","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","13","1345","GENERIEK","BT_G_GELDZAKEN_1","13","0","0","13","2","1542","0","0","","1","0.15384615384615"
"","2016","1","2016-03","3","201610","10","42438","13","1345","GENERIEK","BT_G_INVOR_1","14","0","0","14","8","492","0","0","8","1","0.57142857142857"
"","2016","1","2016-03","3","201610","10","42438","13","1345","GENERIEK","BT_G_SCHEIDEN_1","12","0","1","11","1","5798","277","0","7","0.91666666666667","0.083333333333333"
"","2016","1","2016-03","3","201610","10","42438","13","1345","GENERIEK (1 BRN)","BT_G_CAMP_1","4","0","0","4","3","104","0","0","","1","0.75"
"","2016","1","2016-03","3","201610","10","42438","13","1345","GENERIEK (BEL ONS)","BT_G_BELONS_1","1","0","0","1","1","3","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","13","1345","GENERIEK (EBV)","BT_G_EBV_1","61","0","0","61","53","798","0","0","","1","0.86885245901639"
"","2016","1","2016-03","3","201610","10","42438","13","1345","GENERIEK (OHV)","BT_G_OHVOND_1","1","0","0","1","0","67","0","0","","1","0"
"","2016","1","2016-03","3","201610","10","42438","13","1345","GENERIEK (OHV)","BT_G_OHVPART_1","1","0","0","1","0","426","0","0","","1","0"
"","2016","1","2016-03","3","201610","10","42438","13","1345","GENERIEK (OHV)","BT_G_OHVTOE_1","1","0","1","0","0","0","390","0","","0","0"
"","2016","1","2016-03","3","201610","10","42438","13","1345","INTERMEDIAIRS","BT_HI_IB_1","60","0","2","58","48","1017","0","0","","0.96666666666667","0.8"
"","2016","1","2016-03","3","201610","10","42438","13","1345","INTERMEDIAIRS","BT_HI_OVERIG_1","89","0","1","88","72","1796","0","0","","0.98876404494382","0.80898876404494"
"","2016","1","2016-03","3","201610","10","42438","13","1345","ONDERNEMINGEN","BT_O_EXPERTLIJN_1","2","0","0","2","0","139","0","","4","1","0"
"","2016","1","2016-03","3","201610","10","42438","13","1345","ONDERNEMINGEN","BT_O_IB_1","68","1","4","64","6","15071","286","0","26","0.94117647058824","0.08955223880597"
"","2016","1","2016-03","3","201610","10","42438","13","1345","ONDERNEMINGEN","BT_O_IB_2","23","0","0","23","1","2548","0","","22","1","0.043478260869565"
"","2016","1","2016-03","3","201610","10","42438","13","1345","ONDERNEMINGEN","BT_O_KTU_1","13","0","1","12","2","1417","58","","12","0.92307692307692","0.15384615384615"
"","2016","1","2016-03","3","201610","10","42438","13","1345","ONDERNEMINGEN","BT_O_LH_1","28","0","2","26","9","1523","27","0","11","0.92857142857143","0.32142857142857"
"","2016","1","2016-03","3","201610","10","42438","13","1345","ONDERNEMINGEN","BT_O_LH_2","11","0","0","11","6","890","0","","8","1","0.54545454545455"
"","2016","1","2016-03","3","201610","10","42438","13","1345","ONDERNEMINGEN","BT_O_OB_1","92","0","6","86","17","6444","484","0","9","0.93478260869565","0.18478260869565"
"","2016","1","2016-03","3","201610","10","42438","13","1345","ONDERNEMINGEN","BT_O_OB_2","10","0","0","10","5","396","0","","10","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","13","1345","ONDERNEMINGEN","BT_O_OVERIG_1","53","1","3","50","11","3552","109","0","2","0.94339622641509","0.21153846153846"
"","2016","1","2016-03","3","201610","10","42438","13","1345","ONDERNEMINGEN","BT_O_VPB_1","7","0","0","7","0","639","0","","6","1","0"
"","2016","1","2016-03","3","201610","10","42438","13","1345","PARTICULIEREN","BT_P_BEST_1","40","0","11","28","3","11428","1672","1","4","0.7","0.075"
"","2016","1","2016-03","3","201610","10","42438","13","1345","PARTICULIEREN","BT_P_BETA_1","88","0","8","75","16","26849","2332","5","14","0.85227272727273","0.18181818181818"
"","2016","1","2016-03","3","201610","10","42438","13","1345","PARTICULIEREN","BT_P_HUBA_1","75","0","1","74","70","729","0","0","17","0.98666666666667","0.93333333333333"
"","2016","1","2016-03","3","201610","10","42438","13","1345","PARTICULIEREN","BT_P_IB_1","675","7","108","435","25","186736","25523","132","22","0.64444444444444","0.037425149700599"
"","2016","1","2016-03","3","201610","10","42438","13","1345","PARTICULIEREN","BT_P_IB_2","63","0","0","63","49","1448","0","","67","1","0.77777777777778"
"","2016","1","2016-03","3","201610","10","42438","13","1345","PARTICULIEREN","BT_P_OLDV_1","13","0","0","13","2","819","0","","7","1","0.15384615384615"
"","2016","1","2016-03","3","201610","10","42438","13","1345","TOESLAGEN","BT_T_BETA_1","147","1","16","104","13","41474","5319","27","8","0.70748299319728","0.089041095890411"
"","2016","1","2016-03","3","201610","10","42438","13","1345","TOESLAGEN","BT_T_BETA_2","21","0","0","21","21","223","0","","23","1","1"
"","2016","1","2016-03","3","201610","10","42438","13","1345","TOESLAGEN","BT_T_GRIP_1","3","0","0","3","2","133","0","","2","1","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","13","1345","TOESLAGEN","BT_T_TOESLAGEN_1","226","1","18","173","15","71533","4007","35","14","0.76548672566372","0.066666666666667"
"","2016","1","2016-03","3","201610","10","42438","13","1345","TOESLAGEN","BT_T_WKO_1","1","0","0","1","1","18","0","","","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1400","AUTO","BT_A_AUTO_1","106","0","1","105","105","729","0","0","12","0.99056603773585","0.99056603773585"
"","2016","1","2016-03","3","201610","10","42438","14","1400","AUTO","BT_A_BPM_1","9","0","0","9","9","66","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1400","AUTO","BT_A_HSB_1","","","","","","","","","1","",""
"","2016","1","2016-03","3","201610","10","42438","14","1400","AUTO","BT_A_VRACHT_1","1","0","0","1","1","6","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1400","BO_TOESLAGEN","TT_BO_TOESL_2","10","0","0","10","3","1055","0","","14","1","0.3"
"","2016","1","2016-03","3","201610","10","42438","14","1400","BO_TOESLAGEN","TT_S_FRAUDE","1","0","0","1","1","16","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1400","BO_TOESLAGEN","TT_T_HUZO_1","9","0","1","6","0","1107","6","2","","0.66666666666667","0"
"","2016","1","2016-03","3","201610","10","42438","14","1400","BUITENLAND","BT_B_BUIT_1","85","5","19","66","5","6241","500","0","6","0.77647058823529","0.0625"
"","2016","1","2016-03","3","201610","10","42438","14","1400","BUITENLAND","BT_B_IB_2","1","0","0","1","1","7","0","","","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1400","BUITENLAND","BT_B_OND_1","2","0","0","2","1","73","0","","2","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","14","1400","BUITENLAND","BT_B_TSL_1","4","0","0","4","3","62","0","","6","1","0.75"
"","2016","1","2016-03","3","201610","10","42438","14","1400","DOUANE","BT_D_OVERIG_1","7","0","2","5","2","307","464","0","","0.71428571428571","0.28571428571429"
"","2016","1","2016-03","3","201610","10","42438","14","1400","GENERIEK","BT_G_ENGELS_1","6","0","0","6","5","106","0","","6","1","0.83333333333333"
"","2016","1","2016-03","3","201610","10","42438","14","1400","GENERIEK","BT_G_ERFETM_1","13","0","0","13","6","438","0","0","9","1","0.46153846153846"
"","2016","1","2016-03","3","201610","10","42438","14","1400","GENERIEK","BT_G_GELDZAKEN_1","23","0","1","22","8","2223","86","0","","0.95652173913043","0.34782608695652"
"","2016","1","2016-03","3","201610","10","42438","14","1400","GENERIEK","BT_G_INVOR_1","15","0","0","15","4","1192","0","0","6","1","0.26666666666667"
"","2016","1","2016-03","3","201610","10","42438","14","1400","GENERIEK","BT_G_SCHEIDEN_1","13","0","1","10","0","4750","385","2","2","0.76923076923077","0"
"","2016","1","2016-03","3","201610","10","42438","14","1400","GENERIEK","BT_S_MELDINGEN","1","0","0","1","0","43","0","","1","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1400","GENERIEK (1 BRN)","BT_G_CAMP_1","2","0","0","2","2","6","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1400","GENERIEK (EBV)","BT_G_EBV_1","64","0","1","63","48","1112","24","0","","0.984375","0.75"
"","2016","1","2016-03","3","201610","10","42438","14","1400","GENERIEK (OHV)","BT_G_OHVAUTO_1","1","0","0","1","1","9","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1400","GENERIEK (OHV)","BT_G_OHVTOE_1","1","0","0","1","0","471","0","0","","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1400","INTERMEDIAIRS","BT_HI_IB_1","51","0","0","51","34","1059","0","0","","1","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","14","1400","INTERMEDIAIRS","BT_HI_OVERIG_1","85","0","2","83","48","2027","40","0","","0.97647058823529","0.56470588235294"
"","2016","1","2016-03","3","201610","10","42438","14","1400","ONDERNEMINGEN","BT_O_EXPERTLIJN_1","7","0","0","7","0","942","0","","5","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1400","ONDERNEMINGEN","BT_O_IB_1","88","1","12","76","8","22110","3175","0","36","0.86363636363636","0.091954022988506"
"","2016","1","2016-03","3","201610","10","42438","14","1400","ONDERNEMINGEN","BT_O_IB_2","22","0","0","22","3","3674","0","","21","1","0.13636363636364"
"","2016","1","2016-03","3","201610","10","42438","14","1400","ONDERNEMINGEN","BT_O_KTU_1","9","0","0","9","2","1072","0","","9","1","0.22222222222222"
"","2016","1","2016-03","3","201610","10","42438","14","1400","ONDERNEMINGEN","BT_O_LH_1","26","0","1","25","7","2638","115","0","12","0.96153846153846","0.26923076923077"
"","2016","1","2016-03","3","201610","10","42438","14","1400","ONDERNEMINGEN","BT_O_LH_2","6","0","0","6","3","653","0","","10","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","14","1400","ONDERNEMINGEN","BT_O_OB_1","97","2","7","90","6","10796","175","0","8","0.92783505154639","0.063157894736842"
"","2016","1","2016-03","3","201610","10","42438","14","1400","ONDERNEMINGEN","BT_O_OB_2","16","0","0","16","8","1577","0","","16","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","14","1400","ONDERNEMINGEN","BT_O_OVERIG_1","65","1","8","57","6","6810","385","0","4","0.87692307692308","0.09375"
"","2016","1","2016-03","3","201610","10","42438","14","1400","ONDERNEMINGEN","BT_O_VPB_1","2","0","0","2","0","240","0","","2","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1400","PARTICULIEREN","BT_P_BEST_1","31","1","4","19","2","7805","772","8","1","0.61290322580645","0.066666666666667"
"","2016","1","2016-03","3","201610","10","42438","14","1400","PARTICULIEREN","BT_P_BETA_1","103","0","11","83","21","28250","3214","9","20","0.80582524271845","0.20388349514563"
"","2016","1","2016-03","3","201610","10","42438","14","1400","PARTICULIEREN","BT_P_HUBA_1","79","0","2","77","69","919","15","0","12","0.9746835443038","0.87341772151899"
"","2016","1","2016-03","3","201610","10","42438","14","1400","PARTICULIEREN","BT_P_IB_1","728","2","114","529","30","226415","25850","85","25","0.72664835164835","0.041322314049587"
"","2016","1","2016-03","3","201610","10","42438","14","1400","PARTICULIEREN","BT_P_IB_2","63","0","0","63","42","1598","0","","60","1","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","14","1400","PARTICULIEREN","BT_P_OLDV_1","7","0","0","7","2","262","0","","7","1","0.28571428571429"
"","2016","1","2016-03","3","201610","10","42438","14","1400","TOESLAGEN","BT_T_BETA_1","117","1","7","81","4","33738","1792","29","4","0.69230769230769","0.03448275862069"
"","2016","1","2016-03","3","201610","10","42438","14","1400","TOESLAGEN","BT_T_BETA_2","15","0","0","15","15","169","0","","18","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1400","TOESLAGEN","BT_T_GRIP_1","2","0","0","2","0","184","0","","3","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1400","TOESLAGEN","BT_T_TOESLAGEN_1","241","1","33","160","13","63343","6894","48","13","0.66390041493776","0.054166666666667"
"","2016","1","2016-03","3","201610","10","42438","14","1400","TOESLAGEN","BT_T_VERMOGEN_1","1","0","0","1","1","11","0","","2","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1400","TOESLAGEN","BT_T_WKO_1","","","","","","","","","1","",""
"","2016","1","2016-03","3","201610","10","42438","14","1415","AUTO","BT_A_AUTO_1","111","0","2","109","109","712","0","0","16","0.98198198198198","0.98198198198198"
"","2016","1","2016-03","3","201610","10","42438","14","1415","AUTO","BT_A_BPM_1","7","0","0","7","7","34","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1415","AUTO","BT_A_HSB_1","1","0","0","1","1","11","0","","","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1415","AUTO","BT_A_VRACHT_1","3","0","0","3","3","21","0","0","3","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1415","BO_TOESLAGEN","TT_BO_TOESL_2","17","0","0","17","0","6929","0","","17","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1415","BO_TOESLAGEN","TT_S_FRAUDE","1","0","1","0","0","0","19","0","","0","0"
"","2016","1","2016-03","3","201610","10","42438","14","1415","BO_TOESLAGEN","TT_T_HUZO_1","8","0","1","7","0","2035","150","0","","0.875","0"
"","2016","1","2016-03","3","201610","10","42438","14","1415","BUITENLAND","BT_B_BUIT_1","72","1","8","64","16","5724","391","0","5","0.88888888888889","0.22535211267606"
"","2016","1","2016-03","3","201610","10","42438","14","1415","BUITENLAND","BT_B_IB_2","1","0","0","1","1","5","0","","2","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1415","BUITENLAND","BT_B_TSL_1","6","0","0","6","5","115","0","","4","1","0.83333333333333"
"","2016","1","2016-03","3","201610","10","42438","14","1415","DOUANE","BT_D_OVERIG_1","5","0","0","5","5","45","0","0","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1415","GENERIEK","BT_G_ENGELS_1","5","0","0","5","2","219","0","","5","1","0.4"
"","2016","1","2016-03","3","201610","10","42438","14","1415","GENERIEK","BT_G_ERFETM_1","17","0","0","17","8","700","0","0","10","1","0.47058823529412"
"","2016","1","2016-03","3","201610","10","42438","14","1415","GENERIEK","BT_G_GELDZAKEN_1","29","0","5","18","0","10430","966","6","","0.62068965517241","0"
"","2016","1","2016-03","3","201610","10","42438","14","1415","GENERIEK","BT_G_INVOR_1","12","0","0","12","6","388","0","0","6","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","14","1415","GENERIEK","BT_G_SCHEIDEN_1","7","0","0","2","0","454","64","5","1","0.28571428571429","0"
"","2016","1","2016-03","3","201610","10","42438","14","1415","GENERIEK (1 BRN)","BT_G_CAMP_1","5","1","1","4","1","466","3","0","2","0.8","0.25"
"","2016","1","2016-03","3","201610","10","42438","14","1415","GENERIEK (BEL ONS)","BT_G_BELONS_1","1","0","0","1","0","58","0","","1","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1415","GENERIEK (EBV)","BT_G_EBV_1","42","0","2","40","40","347","0","0","","0.95238095238095","0.95238095238095"
"","2016","1","2016-03","3","201610","10","42438","14","1415","GENERIEK (OHV)","BT_G_OHVOND_1","1","0","0","1","0","47","0","0","","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1415","GENERIEK (OHV)","BT_G_OHVPART_1","1","0","0","1","0","470","0","0","","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1415","INTERMEDIAIRS","BT_HI_IB_1","56","0","0","56","39","1354","0","0","","1","0.69642857142857"
"","2016","1","2016-03","3","201610","10","42438","14","1415","INTERMEDIAIRS","BT_HI_OVERIG_1","93","0","2","91","50","2728","95","0","","0.97849462365591","0.53763440860215"
"","2016","1","2016-03","3","201610","10","42438","14","1415","ONDERNEMINGEN","BT_O_EXPERTLIJN_1","5","0","0","5","0","303","0","","3","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1415","ONDERNEMINGEN","BT_O_IB_1","61","0","2","40","7","11997","1313","19","15","0.65573770491803","0.11475409836066"
"","2016","1","2016-03","3","201610","10","42438","14","1415","ONDERNEMINGEN","BT_O_IB_2","19","0","1","18","0","8701","600","","18","0.94736842105263","0"
"","2016","1","2016-03","3","201610","10","42438","14","1415","ONDERNEMINGEN","BT_O_KTU_1","11","1","1","10","4","864","2","","11","0.90909090909091","0.4"
"","2016","1","2016-03","3","201610","10","42438","14","1415","ONDERNEMINGEN","BT_O_LH_1","21","0","1","20","8","1148","34","0","6","0.95238095238095","0.38095238095238"
"","2016","1","2016-03","3","201610","10","42438","14","1415","ONDERNEMINGEN","BT_O_LH_2","11","0","0","11","10","131","0","","10","1","0.90909090909091"
"","2016","1","2016-03","3","201610","10","42438","14","1415","ONDERNEMINGEN","BT_O_OB_1","98","4","8","90","10","6592","119","0","7","0.91836734693878","0.1063829787234"
"","2016","1","2016-03","3","201610","10","42438","14","1415","ONDERNEMINGEN","BT_O_OB_2","19","0","0","19","0","6955","0","","18","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1415","ONDERNEMINGEN","BT_O_OVERIG_1","55","1","2","53","5","3993","24","0","4","0.96363636363636","0.092592592592593"
"","2016","1","2016-03","3","201610","10","42438","14","1415","ONDERNEMINGEN","BT_O_VPB_1","1","0","0","1","0","89","0","","2","1","0"
"","2016","1","2016-03","3","201610","10","42438","14","1415","PARTICULIEREN","BT_P_BEST_1","30","0","9","17","3","6644","1980","4","3","0.56666666666667","0.1"
"","2016","1","2016-03","3","201610","10","42438","14","1415","PARTICULIEREN","BT_P_BETA_1","84","1","7","59","9","23571","1881","18","9","0.70238095238095","0.10843373493976"
"","2016","1","2016-03","3","201610","10","42438","14","1415","PARTICULIEREN","BT_P_HUBA_1","65","0","0","65","65","679","0","0","11","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1415","PARTICULIEREN","BT_P_IB_1","740","9","103","412","19","185846","22913","225","25","0.55675675675676","0.025991792065663"
"","2016","1","2016-03","3","201610","10","42438","14","1415","PARTICULIEREN","BT_P_IB_2","66","0","0","66","49","1636","0","","68","1","0.74242424242424"
"","2016","1","2016-03","3","201610","10","42438","14","1415","PARTICULIEREN","BT_P_OLDV_1","9","0","0","9","5","424","0","","11","1","0.55555555555556"
"","2016","1","2016-03","3","201610","10","42438","14","1415","TOESLAGEN","BT_T_BETA_1","121","0","15","67","5","29594","3254","39","8","0.55371900826446","0.041322314049587"
"","2016","1","2016-03","3","201610","10","42438","14","1415","TOESLAGEN","BT_T_BETA_2","20","0","0","20","20","229","0","","16","1","1"
"","2016","1","2016-03","3","201610","10","42438","14","1415","TOESLAGEN","BT_T_GRIP_1","6","0","0","6","3","209","0","","6","1","0.5"
